,company Name,CIN,ROC Name,Date of Incorporation,Registered Address,Authorised Capital,Paid Up Capital,Date of Last AGM,Date of Latest Balance sheet,Company Status
2012,GRAPHICS INDIA PRIVATE LIMITED,U30006TN1996PTC035439,RoC-Chennai,10/05/1996,"16,MAHALINGAPURAM MAIN ROAD,MAHALINGAPURAM, MADRAS-600034 MADRAS-600034 Tamil Nadu INDIA 600034",₹ 500000,₹ 3000,,,STRIKE OFF
2013,BEE GEE PROJECT ENGINEERS PVT LTD,U74210MH1982PTC026688,RoC-Mumbai,18/03/1982,"164/16TH ATLANTA, 209, NARIMANPOINT, BOMBAY-21 Maharashtra INDIA",₹ 500000,₹,,,DORMANT
2014,INGRESS SYSTEMS PRIVATE LIMITED,U31109KA1993PTC014640,RoC-Bangalore,16/08/1993,"NO 16-A, INDUSTRIAL SUBURB, II STAGE, YESHWANTHPUR, TUMKUR ROAD BANGALORE Karnataka INDIA 560022",₹ 500000,₹ 100000,,,UNDER PROCESS OF STRIKING OFF
2015,PANKPHOOL MEDITECH SCIENCE PRIVATE LIMITED,U33110UP2009PTC036752,RoC-Kanpur,10/02/2009,GRAM- CHURAMANPUR POST- BHULLANPUR VARANASI Varanasi UP 221007 IN,₹ 500000,₹ 100000,,,Strike Off
2016,SHUBHA SURVEYORS PRIVATE LIMITED,U74140JK1986PTC000926,RoC-Jammu,26/12/1986,REGAL BUILDING REGAL CHOWKSRINAGAR KASHMIR JAMMU AND KASHMIR JAMMU Jammu and Kashmir INDIA,₹ 20000,₹ 4000,,,DORMANT
2017,BLOOM TRADECOM PRIVATE LIMITED,U51900WB2008PTC127463,RoC-Kolkata,14/07/2008,22 STRAND ROAD 2ND FLOOR KOLKATA Kolkata WB 700001 IN,₹ 10000000,₹ 8591300,29/09/2017,31/03/2017,Active
2018,SWINGLINE ISPAT PRIVATE LIMITED,U74899DL2005PTC143626,RoC-Delhi,13/12/2005,17A/56 UG VI TRIVENI PLAZAWEA KAROL BAGH NEW DELHI Delhi INDIA 110005,₹ 100000,₹ 10000,,,ACTIVE
2019,PAVANRAJ PLASTO PRIVATE LIMITED,U29294PN2000PTC014863,RoC-Pune,10/05/2000,"17, BHAWANI PETH, PALKHI CHOUK, PUNE Maharashtra INDIA 411042",₹ 2500000,₹ 100000,,,DORMANT
2020,EDUACE LEARNING HUB PRIVATE LIMITED,U80302RJ2014PTC045625,RoC-Jaipur,26/05/2014,MR AJAY BHUTRA S/O MR RAM CHANDRA BALAJI CHORAHA STATION ROAD BHAWANIMANDI TEH- PACHPAHAR JHALAWAR Jhalawar RJ 326502 IN,₹ 100000,₹ 100000,,,Active
2021,J H M FINSEC PRIVATE LIMITED,U74140DL2013PTC278461,RoC-Delhi,08/02/2013,HOUSE NO.-8 BLOCK-C-3 ASHOK VIHAR PHASE-2 LANDMARK NEAR DEEP CINEMA HALL NEW DELHI North West DL 110052 IN,₹ 5000000,₹ 100000,30/09/2017,31/03/2017,Active
2022,BADRIPRASAD INFRASTRUCTURE PRIVATE LIMITED,U45201GJ2008PTC053427,RoC-Ahmedabad,31/03/2008,4/1 Goverdhan Apartment Opp. Utakarsh Petrol Pump Karelibaug Vadodara Vadodara GJ 390018 IN,₹ 100000,₹ 100000,30/09/2010,31/03/2010,Converted to LLP and Dissolved
2023,CHOUDHARY CONSULTANTS PRIVATE LIMITED,U74899DL1995PTC072553,RoC-Delhi,19/09/1995,"R-2, GALI NO. 8 BIHARI COLONY, SHAHDARA DELHI Delhi INDIA 110032",₹ 3000000,₹ 3000000,,,ACTIVE
2024,AMIRTHA INDUSTRIAL SERVICES PRIVATE LIMITED,U29253TN2009PTC073572,RoC-Chennai,17/11/2009,6 3rd FLOOR C BLOCK PANNA OASIS NO.35-36 MUNDAGAKKANNIAMMAN KOIL STREET MYLAPORE CHENNAI TN 600004 IN,₹ 100000,₹ 100000,29/09/2011,31/03/2011,Strike Off
2025,TENOR TECHNOLOGIES PRIVATE LIMITED,U72200CT2009PTC021485,RoC-Chhattisgarh,02/12/2009,HIG - 1/477 BORSI EXTENSION DURG CT 491001 IN,₹ 500000,₹ 500000,30/09/2013,31/03/2013,Strike Off
2026,SHREYAS INDUSTRIES PRIVATE LIMITED,U29253PN2012PTC144625,RoC-Pune,06/09/2012,PLOT NO. 562/1 M.I.D.C. SHIROLI BEHIND SHRIRAM FOUNDRY KOLHAPUR MH 416122 IN,₹ 100000,₹ 100000,30/09/2016,31/03/2016,Active
2027,ASHOK LEYLAND JOHN DEERE CONSTRUCTION EQUIPMENT COMPANY PRIVATE LIMITED,U29253TN2009PTC072136,RoC-Chennai,01/07/2009,AG1 RAGAMALIKA OLD NO 2 NEW NO 26 KUMARAN COLONY MAIN ROAD VADAPALANI Chennai TN 600026 IN,₹ 5421000000,₹ 5150363000,20/07/2017,31/03/2017,Active
2028,TROYEE ELECTRONICS PVT LTD,U32109WB1985PTC039208,RoC-Kolkata,16/07/1985,"A, 2/6 KARUNAMOYEE HOUSINGESTATE SALT LAKE KOLKATA West Bengal INDIA 700091",₹ 200000,₹ 200000,,,STRIKE OFF
2029,BRAMAHANAND HEALTH AND FITNESS CARE PRIVATE LIMITED,U92419MP2014PTC033410,RoC-Gwalior,11/11/2014,H.NO. C-214/A PHASE-1 MINAL RESIDENCYJ.K ROAD BHOPAL BHOPAL Bhopal MP 462023 IN,₹ 10000000,₹ 10000000,,,Active
2030,MEDIPRO EDUMANAGEMENT PRIVATE LIMITED,U80301AP2013PTC089394,RoC-Hyderabad,08/08/2013,# 59-14-10 LINGAMANENI CORPORATE HOUSE RAMACHANDRA NAGAR VIJAYAWADA Srikakulam AP 520008 IN,₹ 100000,₹ 100000,28/09/2016,31/03/2016,Active
2031,S.K.JAIN ENTERPRISES PRIVATE LIMITED,U74899DL1995PTC072545,RoC-Delhi,09/09/1995,"GD-87, VISHAKHA ENCLAVE PITAM PURA NEW DELHI Delhi INDIA 110034",₹ 2500000,₹ 100000,,,ACTIVE
2032,GURR JOHNS INDIA PRIVATE LIMITED,U74999WB2016PTC217125,RoC-Kolkata,12/08/2016,16/S Block-A New Alipore Kolkata Kolkata WB 700053 IN,₹ 1000000,₹ 1000000,29/09/2017,31/03/2017,Active
2033,ACCURATE ELECTRONICS PRIVATE LIMITED,U29308UP1982PTC005822,RoC-Kanpur,22/10/1982,"33 Murari Puram, Durga Mandir Road MEERUT UTTAR PRADESH Uttar Pradesh INDIA",₹ 500000,₹ 20000,,,STRIKE OFF
2034,DHRUVA ENERGY SYSTEMS PRIVATE LIMITED,U31109KA1989PTC010074,RoC-Bangalore,12/05/1989,"NO.337 17TH CROSS IST STAGE ,IDEAL HOMES TOWNSHIP RAJARAJESHWARI NAGAR, BANGALORE Karnataka INDIA 560098",₹ 4800000,₹ 4000000,,,STRIKE OFF
2035,RA INDUSTRIAL SYSTEM PRIVATE LIMITED,U29253WB2012PTC172785,RoC-Kolkata,23/01/2012,128 Baroda Avenue Garia Kolkata WB 700084 IN,₹ 1000000,₹ 964400,29/09/2016,31/03/2016,Active
2036,MARUTI PROBUILD PRIVATE LIMITED,U45201GJ2008PTC054279,RoC-Ahmedabad,23/06/2008,A-9 ANUPAM COLONY OPP. CHIRAG DIAMOND L.B.S. ROAD BAPUNAGAR AHMEDABAD GJ 380024 IN,₹ 500000,₹ 420000,30/09/2017,31/03/2017,Active
2037,TAJARO PHARMA PRIVATE LIMITED,U85191DL2007PTC163296,RoC-Delhi,11/05/2007,I-15 SHIVLOK HOUSE-1 KARAMPURA COMMERCIAL COMPLEX NEW DELHI West Delhi DL 110015 IN,₹ 100000,₹ 0,,,Strike Off
2038,YNM PAN GLOBAL TRADE PRIVATE LIMITED,U51109TG2013PTC091724,RoC-Hyderabad,17/12/2013,5-5-65 RANIGUNJ SECUNDERABAD Hyderabad TG 500003 IN,₹ 2500000,₹ 2500000,31/12/2020,31/03/2020,Active
2039,TESCON INFO SERVICES PRIVATE LIMITED,U72900TG2013PTC087133,RoC-Hyderabad,20/04/2013,64/P GODAVARI HOMES KOMPALLY SECUNDERABAD TG 500015 IN,₹ 100000,₹ 100000,,,Strike Off
2040,TRAVELOMATRIX TRIP PLANNERS PRIVATE LIMITED,U74999DL2017PTC319542,RoC-Delhi,21/06/2017,LGF G-65A KALKAJI NEW DELHI South Delhi DL 110019 IN,₹ 500000,₹ 100000,,,Active
2041,SHAWAMEL TECHNOLOGY PRIVATE LIMITED,U72900DL2014PTC265166,RoC-Delhi,21/02/2014,F-5 G/F GALI NO. 4 ABUL FAZAL ENCLAVE 1 OKHLA NEW DELHI South West Delhi DL 110025 IN,₹ 100000,₹ 100000,,,Active
2042,MARUTI NANDAN INSURANCE CONSULTANT PRIVATE LIMITED,U74992UP2011PTC043467,RoC-Kanpur,08/02/2011,C 6/150 VINEET KHAND GOMTI NAGAR LUCKNOW Lucknow UP 226010 IN,₹ 100000,₹ 100000,,,Active
2043,ETECHLOGIC CONSULTING SOLUTIONS PRIVATE LIMITED,U72200RJ2011PTC036036,RoC-Jaipur,01/08/2011,11/239 kaveri Path Mansarovar JAIPUR Jaipur RJ 302020 IN,₹ 100000,₹ 100000,,,Strike Off
2044,KUNJAN SILICATE PRIVATE LIMITED,U24100GJ2009PTC058298,RoC-Ahmedabad,09/10/2009,5MANIRATNAM BUNGLOWS PART-1 NEAR GANESH LOHANA HALL VASNA AHMEDABAD GJ 380007 IN,₹ 500000,₹ 300000,30/09/2017,31/03/2017,Active
2045,HI-TECH TELECOM LIMITED,U30009KA1994PLC015108,RoC-Bangalore,10/01/1994,"No. 620, 1st floor, Anjaneya Temple Street, V.V. Puram Bangalore Karnataka INDIA 560004",₹ 20000000,₹ 18127500,,,ACTIVE
2046,NISHA TRAXIM PRIVATE LIMITED,U51909WB2011PTC160876,RoC-Kolkata,17/03/2011,22 Stand Road 2nd Floor kolkata Kolkata WB 700001 IN,₹ 500000,₹ 450000,29/09/2017,31/03/2017,Active
2047,LAMPCAP INDIA PRIVATE LIMITED,U31501MP2000PTC014230,RoC-Gwalior,22/05/2000,101-PRINCESS PRIDE21/3 NEW PALASIA INDORE M.P Madhya Pradesh INDIA 452001,₹ 25100000,₹ 24680000,,,ACTIVE
2048,ACD AUTOMATION PRIVATE LIMITED,U29253PN2012PTC145732,RoC-Pune,14/12/2012,GALA NO 27 BUILDING 2 ELECTRONIC SADAN GENERAL BLOCK MIDC BHOSARI PUNE MH 411026 IN,₹ 300000,₹ 204100,29/09/2017,31/03/2017,Active
2049,S FORCE SERVICES (INDIA) PRIVATE LIMITED,U74900MH2010PTC204401,RoC-Mumbai,17/06/2010,601 Mita Heights Plot No. 51B Sector 20 Kharghar Raigarh MH 410210 IN,₹ 1000000,₹ 100000,30/09/2015,31/03/2015,Active
2050,CRESCENT COMMUNICATIONS PRIVATE LIMITED,U74899DL1995PTC066990,RoC-Delhi,31/03/1995,102 KIRTI DEEP NANGAL RAYA COMMERCIAL COMPLEX NEW DELHI Delhi INDIA 110046,₹ 5000000,₹ 3923920,,,ACTIVE
2051,BORONIA COMMOSALE PRIVATE LIMITED,U74999WB2012PTC181420,RoC-Kolkata,07/05/2012,P-12 NEW HOWRAH BRIDGE APPROACH ROAD 3RD FLOOR ROOM NO. 309 KOLKATA Kolkata WB 700001 IN,₹ 100000,₹ 100000,29/09/2017,31/03/2017,Active
2052,TANPHA CHEMICALS PVT LTD,U32109WB1985PTC039262,RoC-Kolkata,24/07/1985,28/3 A CONVENT ROAD KOLKATA West Bengal INDIA 700004,₹ 1000000,₹ 100000,,,STRIKE OFF
2053,MAITHON POWER LIMITED,U74899DL2000PLC106999,RoC-Delhi,26/07/2000,"C/0 THE TATA POWER CO. LTD, ROOM 9, 10TH FLOOR, TOWER ONE, JEEVAN BHARTI BLDG, CONNAUGHT CIRCUS NEW DELHI Delhi INDIA 110001",₹ 20000000000,₹ 15089177290,,,ACTIVE
2054,BEST GARDEN EXPORTS INDIA PRIVATE LIMITED,U51215TZ2007PTC014027,RoC-Coimbatore,16/11/2007,5/1B KALKURICHI POST BELUKURICHI VIA NAMAKKAL Namakkal TN 637402 IN,₹ 10000000,₹ 9722000,20/08/2012,31/03/2012,Active
2055,H VINODRAI TEXMACH PRIVATE LIMITED,U29259GJ1991PTC015103,RoC-Ahmedabad,22/02/1991,19 ADARSH ESTATE CHAKUDIAMAHADEV RAKHIAL AHMEDABAD Gujarat INDIA 380023,₹ 100000,₹ 100000,,,ACTIVE
2056,MAGNUS FOODS PRIVATE LIMITED,U74899DL1994PTC058124,RoC-Delhi,28/03/1994,85 GAUTAM NAGAR NEW DELHI Delhi INDIA 110049,₹ 1000000,₹ 202000,,,ACTIVE
2057,EMITEC EMISSION CONTROL TECHNOLOGIES INDIA PRIVATE LIMITED,U29299PN2005PTC021027,RoC-Pune,15/07/2005,"PLOT NO. 4, S.NO. 275/276/282/283 VILLAGE MAAN, TALUKA MULSHI PUNE Maharashtra INDIA 411057",₹ 220000000,₹ 100000000,,,ACTIVE
2058,KALINTIS PHARMA PRIVATE LIMITED,U33119GJ2010PTC060553,RoC-Ahmedabad,05/05/2010,1-B &quot;PREMAL JYOT&quot; SARABHAI COLONY GOTRI ROAD VADODARA Vadodara GJ 390021 IN,₹ 100000,₹ 100000,,,Strike Off
2059,PATANJALI WELLNESS PRIVATE LIMITED,U74120UR2009PTC032907,RoC-Uttarakhand,20/08/2009,KRIPALU BAGH KANKHAL HARIDWAR UR 249408 IN,₹ 50000000,₹ 150500,17/07/2021,31/03/2021,Active
2060,MGP ENGINEERING PRIVATE LIMITED,U31908MH2012PTC228724,RoC-Mumbai,27/03/2012,VILLAGE SHILAR SURVEY NO.105/3 105/5 POST KASHELE KARJAT MH 410201 IN,₹ 2000000,₹ 1759000,30/09/2016,31/03/2016,Active
2061,LUXE HOLIDAYS PRIVATE LIMITED,U63090UP2015PTC068892,RoC-Kanpur,11/02/2015,16A/1111 VASUNDHRA GHAZIABAD Ghaziabad UP 201012 IN,₹ 200000,₹ 200000,30/09/2016,31/03/2016,Active
2062,HEAT AND CONTROL (SOUTH ASIA) PRIVATE LIMITED,U29253TN2004PTC052353,RoC-Chennai,19/01/2004,"E-2, 3rd Avenue, Anna Nagar East Chennai Tamil Nadu INDIA 600102",₹ 50000000,₹ 1725200,,,ACTIVE
2063,ARC-TECH WELDING PRIVATE LIMITED,U31908MH2012PTC231257,RoC-Mumbai,18/05/2012,PLOT NO. 178 'SHYAMKUNJ' OPPOSITE CHHOTA AYCHIT MANDIR KUMBHARPURA MAHAL NAGPUR MH 440002 IN,₹ 100000,₹ 100000,28/09/2016,31/03/2016,Active
2064,AESCOM TECHNOLOGY PRIVATE LIMITED,U72300DL2013PTC259561,RoC-Delhi,25/10/2013,19 SOUTH ANARKALI EXTN NEW DELHI East Delhi DL 110051 IN,₹ 100000,₹ 100000,30/09/2016,31/03/2016,Active
2065,MEON EXIM (INDIA) PRIVATE LIMITED,U51109TN2014PTC097751,RoC-Chennai,20/10/2014,No. 04 Anandan Street T.Nagar Chennai Chennai TN 600017 IN,₹ 500000,₹ 100000,,,Active
2066,KANAK RESOURCES MANAGEMENT LIMITED,U74140DL2007PLC170750,RoC-Delhi,26/11/2007,4th Floor Dr Gopal Das Bhawan 28 Barakhambha Road New Delhi DL 110001 IN,₹ 150000000,₹ 128580000,27/09/2017,31/03/2017,Active
2067,ADYA CONCRETE-CREATION PRIVATE LIMITED,U45400WB2010PTC151554,RoC-Kolkata,23/07/2010,74 LENIN SARANI KOLKATA WB 700013 IN,₹ 500000,₹ 100000,29/09/2017,31/03/2017,Active
2068,AMBIT MEGAMART PRIVATE LIMITED,U74120UP2011PTC047415,RoC-Kanpur,14/11/2011,AHMAD RAZA COMPLEX DEORIA ROAD KASIA KUSHINAGAR Kushinagar UP 274402 IN,₹ 100000,₹ 100000,,,Active
2069,ENVIRONMENTAL ENGINEERING FILTERS PRIVATE LIMITED,U29253DL2014PTC267386,RoC-Delhi,01/04/2014,C- 15/ 304 ACHARYA NIKETAN MAYUR VIHAR PHASE- 1 DELHI East Delhi DL 110091 IN,₹ 500000,₹ 500000,30/09/2017,31/03/2017,Active
2070,KGP DAMPERS PRIVATE LIMITED,U29253TN2009PTC072870,RoC-Chennai,10/09/2009,FLAT NO.9 VASANTH APARTMENTS NO.4 MONTIETH LANE EGMORE CHENNAI TN 600018 IN,₹ 6000000,₹ 6000000,25/05/2015,31/03/2015,Active
2071,SABISA ELECTRONICS PRIVATE LIMITED,U74900DL1986PTC025453,RoC-Delhi,12/09/1986,44/7B REGAL BUILDING CONNAUGHT PLACE . NEW DELHI Delhi INDIA,₹ 200000,₹ 200,,,DORMANT
2072,ALFATECH ENGINEERS PRIVATE LIMITED,U29299MH1996PTC100920,RoC-Mumbai,11/07/1996,"PRAKASH MARBLE COMPOUND, UPVAN, POKHARAN ROAD THANE Maharashtra INDIA 400606",₹ 500000,₹ 498500,,,ACTIVE
2073,THE CREATIVE INFRA AND INTERIORS PRIVATE LIMITED,U70200HR2012PTC045571,RoC-Delhi,03/04/2012,1568/31 Kamla Nagar Rohtak Haryana - 124001 ROHTAK Rohtak HR 124001 IN,₹ 1500000,₹ 100000,30/09/2017,31/03/2017,Active
2074,LSW TECHNOLOGIES PRIVATE LIMITED,U74999DL2018PTC330744,RoC-Delhi,12/03/2018,C-46 Soami North Nagar NEW DELHI North East DL 110017 IN,₹ 100000,₹ 100000,,,Active
2075,TECHNOCRAT CONSULTANTS PRIVATE LIMITED,U74140DL1984PTC017326,RoC-Delhi,12/01/1984,"3/6,D.B.GUPTA ROAD,PAHAR GANJ NEW DELHI Delhi INDIA 110053",₹ 100000,₹ 200,,,ACTIVE
2076,SUNRISE AUTOCRAFT PRIVATE LIMITED,U35914GJ2006PTC049196,RoC-Ahmedabad,04/10/2006,36 Goyal Park Nr. Premchand Nagar Road Satellite Ahmedabad Ahmedabad GJ 380054 IN,₹ 500000,₹ 500000,30/09/2017,31/03/2017,Active
2077,VAISHNAVI ASSOCIATES INDIA PRIVATE LIMITED,U31909TG2001PTC038029,RoC-Hyderabad,07/11/2001,"H.No. 3-4-4, Flat No. 502, Legend Sri Laxmi Aprts, Bhumanna Galli, Barkatpura Hyderabad Telangana INDIA 500027",₹ 3500000,₹ 100000,,,ACTIVE
2078,DHARSHAN SAI POWER INDIA PRIVATE LIMITED,U29253TG2013PTC088337,RoC-Hyderabad,11/06/2013,HNO:6-9-271/2 P.NO:3/1/11 PADMA NAGAR NALGONDA TG 508001 IN,₹ 100000,₹ 100000,,,Strike Off
2079,DEVSEN SOFTWARE AND EXPORTS PRIVATE LIMITED,U30006TN1996PTC035232,RoC-Chennai,17/04/1996,"17, KAMARAJ STREET,DASARATHAPURAM, CHENNAI 600 093 CHENNAI 600 093 Tamil Nadu INDIA 600093",₹ 20000000,₹ 13015200,,,ACTIVE
2080,VINIT ELECTRIC APPLIANCES PRIVATE LIMITED,U31900MH2007PTC172492,RoC-Mumbai,19/07/2007,18/B OLD GHASHWALA BUILDING 2ND FLOOR 493 SANE GURUJI MARG TARDEO MUMBAI MH 400034 IN,₹ 100000,₹ 100000,29/09/2012,31/03/2012,Active
2081,ORION CREATIONS PRIVATE LIMITED,U74899DL2005PTC143597,RoC-Delhi,13/12/2005,B-2NARAYANA VIHAR NEW DELHI Delhi INDIA 110028,₹ 100000,₹ 100000,,,ACTIVE
2082,IONEX INDUSTRIAL SOLUTIONS PRIVATE LIMITED,U29268HP2014PTC000828,RoC-HimachalPradesh,09/12/2014,SHED KHASRA NO. 77/2/4/2/1 KHATAUNI NO. 24 VILLAGE - MEERPUR GURUDAWARA P.O. TRILOKPUR NAHAN Sirmaur HP 173030 IN,₹ 1000000,₹ 300000,,,Active
2083,SHIVPARIWAR BUILDERS PRIVATE LIMITED,U45400WB2014PTC201573,RoC-Kolkata,28/03/2014,SHOP NO. 8 GOLDEN ARCADE OPP. RISHI BHAWAN BURDWAN ROAD SILIGURI Darjeeling WB 734001 IN,₹ 100000,₹ 100000,20/09/2016,31/03/2016,Active
2084,RISE INDIA INTELLI SOFTWARE PRIVATE LIMITED,U72200AP2013PTC087690,RoC-Hyderabad,16/05/2013,A-1 AND A-4 SAI ALOKA COMPLEX S NO. 393 DOOR NO. 6/181 PUTTAPARTHI Chittoor AP 515134 IN,₹ 100000,₹ 100000,29/09/2017,31/03/2017,Active
2085,ACCURATE COMMUNICATION TECHNOLOGIES (INDIA) PRIVATE LIMITED,U30006TN1996PTC035800,RoC-Chennai,19/06/1996,"28,LAKSHMANAN ST,MAHALINGAPURAM, NUNGAMBAKKAM, MADRAS:34 Tamil Nadu INDIA",₹ 1000000,₹ 100000,,,DORMANT
2086,PERFECT CNC TECHNOLOGY PRIVATE LIMITED,U29253TN2010PTC077181,RoC-Chennai,30/08/2010,NO. 5 &amp; 6 SUDARASANAM NAGAR THIRUMULLAIVOYAL CHENNAI Chennai TN 600062 IN,₹ 10000000,₹ 2500000,30/09/2014,31/03/2014,Active
2087,EX CEE FINANCIAL CONSULTANCY PRIVATE LIMITED,U74140KL2012PTC031447,ROC-Ernakulam,15/06/2012,"31/1588, SUPRABHATHAM GANDHI JAYANTHI ROAD, VIA FELIX ROAD, THAMMNAM ERNAKULAM Kerala INDIA 682032",₹ 500000,₹ 200000,,,ACTIVE
2088,ADYA HIGHRISE PRIVATE LIMITED,U45400WB2010PTC150370,RoC-Kolkata,10/06/2010,74 LENIN SARANI KOLKATA WB 700013 IN,₹ 500000,₹ 100000,30/09/2017,31/03/2017,Active
2089,IMAGINE PROFESSIONAL CONSULTANCY PRIVATE LIMITED,U74140JH2014PTC002543,RoC-Jharkhand,15/12/2014,C/O AJIT KUMAR JHA NEAR HEC DAM SIDE DHURWA RANCHI Ranchi JH 834004 IN,₹ 100000,₹ 100000,,,Active
2090,AKDC TECHNO SOLUTIONS PRIVATE LIMITED,U74999KA2017PTC101303,RoC-Bangalore,14/03/2017,55 OPP. To Tube Light Factory Sampigenagar Electronic City Post Bangalore Bangalore KA 560100 IN,₹ 100000,₹ 100000,,,Active
2091,WORLD FUEL SERVICES PRIVATE LIMITED,U50102MH2011FTC221274,RoC-Mumbai,25/08/2011,Unit No. 709-711 215 Atrium B Wing Andheri kurla road Andheri (east) Mumbai Mumbai City MH 400059 IN,₹ 1600000,₹ 460121,28/09/2017,31/03/2017,Active
2092,SHANKAR CRYSTALS PRIVATE LIMITED,U74899DL1995PTC066994,RoC-Delhi,31/03/1995,"C - 113, L. G. F. DAYANAND COLONY LAJPAT NAGAR - IV, NEW DELHI Delhi INDIA 110024",₹ 2500000,₹ 1592000,,,ACTIVE
2093,YASH CAPACITORS PRIVATE LIMITED,U31900MH2007PTC169615,RoC-Mumbai,03/04/2007,G-33 MIDC SATPUR NASHIK MH 422007 IN,₹ 5000000,₹ 5000000,29/09/2017,31/03/2017,Active
2094,SEETA BUILDMART PRIVATE LIMITED,U45201RJ2013PTC042498,RoC-Jaipur,13/05/2013,D-108 VAISHALI NAGAR JAIPUR Jaipur RJ 302019 IN,₹ 100000,₹ 100000,30/09/2014,31/03/2014,Strike Off
2095,MICROBASE INFOTECH PRIVATE LIMITED,U74140WB1998PTC087962,RoC-Kolkata,17/09/1998,"GC-5, SECTOR-III SALT LAKE KOLKATA West Bengal INDIA 700106",₹ 100000,₹ 100000,,,ACTIVE
2096,PICKS MEDICAL SYSTEMS LIMITED,U33111BR1990PLC004092,RoC-Patna,26/06/1990,"107, ASHIANA TOWERS EXHIBITIONROAD PS- GANDHI MAIDAN PATNA Bihar INDIA 800001",₹ 1000000,₹ 637000,,,ACTIVE
2097,FCA ENGINEERING INDIA PRIVATE LIMITED,U29253TN2007PTC064974,RoC-Chennai,05/10/2007,RMZ Millenia Business Park-I Campus 1A5th Floor No. 143 Dr. MGR Road Kandhanchavadi Perungudi Chennai Chennai TN 600096 IN,₹ 500000,₹ 100000,17/03/2017,31/12/2016,Active
2098,ADYTUM DESIGNS PRIVATE LIMITED,U74900MH2010PTC204701,RoC-Mumbai,22/06/2010,101 PRESIDENTIAL PLAZA L B S ROAD OPP R CITY MALL GHATKOPAR WEST MH 400086 IN,₹ 100000,₹ 100000,28/09/2013,31/03/2013,Active
2099,SUMEET HOLIDAY HOMES PRIVATE LIMITED,U70200PN2012PTC143896,RoC-Pune,02/07/2012,104-108 HANS SAROWER PREMISES CO-OP SOCIETY MARKET YARD PUNE Pune MH 411037 IN,₹ 100000,₹ 100000,,,Strike Off
2100,INDIAN NETWORK SYSTEMS LIMITED,U32109DL1986PLC025766,RoC-Delhi,17/10/1986,B6/1 3RD FLOOR COMMERCIALCENTRE SAFDARJUNG ENCLAVE NEW DELHI Delhi INDIA,₹ 1000000,₹ 2100,,,DORMANT
2101,POWER HANDLERS PVT LTD,U31101WB1982PTC035351,RoC-Kolkata,16/10/1982,13 GANESH CHANDRA AVENUE KOLKATA West Bengal INDIA 700013,₹ 100000,₹ 4000,,,STRIKE OFF
2102,KENSINGTON AUTOMATIONS PRIVATE LIMITED,U29253TN2009PTC073393,RoC-Chennai,03/11/2009,116KRISHNA NAGAR MAIN ROAD KRISHNA NAGAR VARADARAJAPURAM CHENNAI TN 600048 IN,₹ 2000000,₹ 100000,30/09/2016,31/03/2016,Active
2103,SAI SURFACE COATING TECHNOLOGIES PRIVATE LIMITED,U29253TG2011PTC072871,RoC-Hyderabad,24/02/2011,H NO 274 GULMOHAR PARK SERI LINGAMPALLY HYDERABAD TG 500019 IN,₹ 10000000,₹ 7206500,30/09/2016,31/03/2016,Active
2104,VESTA ELECTRO PRODUCTS PRIVATE LIMITED,U74899DL1993PTC052983,RoC-Delhi,08/04/1993,"C-1/5 A, MODEL TOWN NEW DELHI Delhi INDIA 110009",₹ 500000,₹ 500000,,,STRIKE OFF
2105,INTELLECTUAL QUALITY CONSULTANTS PVT. LTD,U74140TN1993PTC024621,RoC-Chennai,17/03/1993,"FLATA2 """"CEEBRES"""" 13,RAJAJISALAI, WEST MAMBALAM, CHENNAI-600033 CHENNAI-600033 Tamil Nadu INDIA 600033",₹ 100000,₹ 100000,,,STRIKE OFF
2106,YOGADA HOUSING PROJECTS PRIVATE LIMITED,U70109WB2012PTC183298,RoC-Kolkata,29/06/2012,8GANESH CHANDRA AVENUE 5th floor Room No. - 31 KOLKATA WB 700013 IN,₹ 5000000,₹ 1600000,18/09/2018,31/03/2018,Active
2107,PERVEZ PRIVATE LIMITED,U29299DL1980PTC010651,RoC-Delhi,16/07/1980,"1013, Haveli Hissanuddin, Balliharan DELHI Delhi INDIA 110006",₹ 100000,₹ 61000,,,STRIKE OFF
2108,HALFTONE DIE MAKERS PRIVATE LIMITED,U29253TG2014PTC094862,RoC-Hyderabad,15/07/2014,1-8-87 CHIKKADPALLY HYDERABAD Hyderabad TG 500020 IN,₹ 100000,₹ 100000,29/09/2017,31/03/2017,Active
2109,B.J. PERFECT AUTO PARTS PRIVATE LIMITED,U29253PN2013PTC148053,RoC-Pune,09/07/2013,GAT No.32 At Post Mangarul Taluka- Maval Pune Pune MH 410507 IN,₹ 1000000,₹ 1000000,30/09/2017,31/03/2017,Active
2110,OM PRECISION TOOL & MOLD PRIVATE LIMITED,U29253PN2013PTC146647,RoC-Pune,19/03/2013,G NO 624/9/40/41 A/P KURLI TAL KHED PUNE Pune MH 410501 IN,₹ 500000,₹ 100000,30/09/2016,31/03/2016,Active
2111,SYCON CONSULTANTS CONSORTIUM PRIVATE LTD,U74140DL1985PTC019918,RoC-Delhi,23/01/1985,VATIKA 6 KAUSHALYA PARKHAUZ KHAS NEW DELHI 110016 Delhi INDIA,₹ 100000,₹,,,STRIKE OFF
